,Screen Size,Native Screen Resolution,Touchscreen Display,Convertible/Hybrid Display,Processor Type,Processor Cores,Processor Speed,Storage Drive Type,2-in-1,Processor Cache,Other Display Features,Year of Original Release,Display Type,Touchscreen,3D Capable Display,Screen Finish,Built-in Storage - Capacity GB,Built-in Storage Type,Solid-State Drive Capacity,RAM Size,RAM,Graphics Card,ENERGY STAR Qualified,Built-in Memory Card Reader,USB Ports,Integrated Wi-Fi,Webcam,Keyboard Language,Backlit Keyboard,Hard Disk Drive Capacity,Hard Drive Speed (Revolutions Per Minute),Colour,Optical Drive,Front Camera Still Resolution,Integrated Bluetooth,Approximate Battery Life,Pre-loaded Operating System,Compatible Memory Card Types,Operating System Language,Card Reader,Ethernet Port,Video Memory Configuration,Battery Type,Width,Height,Weight,Operating System,windows laptop,Type,Digital Download,CPU,Memory (RAM),Graphics,Disk Space,Internal or External,Other Input or Output Ports,Display Ports,HDCP Compliant,VR Ready,macbook,macbook_air,External Controls & Buttons,Wireless Carrier,Product Condition,Dedicated Video Memory Size,macbook_pro,Loaded Software,Wireless Display (WiDi) Capable,surface,chromebook,Battery - Number of Cells,gaming_laptop
357,14 in,1600X900,No,No,Intel® Core™ i7-4600u,,2.1 GHz,,,,,,,,,,,,240 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
358,14 in,2560 x 1440,Yes,Yes,Intel Core i7 (8th Gen),4,1.9 GHz,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
359,,15.6-inch UHD (3840 x 2160) Truelife Touch Narrow Border WVA Display with Active Pen support - Pen Included,Yes,,"8th Generation Intel® Core™ i7-8565U, 8 MB Cache, up to 4.60 GHz",,,,,,,,,,,,,,,,16GB 2x8GB DDR4 2666MHz,NVIDIA® GeForce® MX250 with 2GB GDDR5 graphics memory,,,,802.11ac 2x2 WiFi and Bluetooth,,,,,,,,,802.11ac 2x2 WiFi and Bluetooth,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,Yes,,,,,,,,,,,,,
360,14 in,1600 x 900 (HD+),,,AMD A10 PRO-7350B,,2.1 GHz,,,,,,,,,,,,,,8,AMD Radeon R6,,,,,,,,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,4 x USB 3.0 DisplayPort VGA Headphone/microphone combo jack LAN Dock Battery,,,,,,,,,,,,,,,,
361,12.5 in,1366 x 768 (HD),No,,Core i5 (3rd Gen) 3320M,2,2.60 GHz,,,,LCD Backlight Technology  LED backlight  Resolution  1366 x 768 (HD)  Widescreen Display  Yes  Image Aspect Ratio  16:9  Type  LED  Diagonal Size (metric)  31.75 cm  Display Resolution Abbreviation  HD,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
362,15.6 in,1366 × 768,,,Intel Core i7-3520M,2,2.9 GHz,,,4MB SmartCache,,,,,,,,,512 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
363,15.6 in,1920x1080,,,Intel Core i5 4200M,2,2.50 GHz,,,3 MB,,,,,,,,,,8 GB,,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
364,17.3 in,1920x1080,,No,Intel Core i7 3740 QM,4,2.7 GHz,,,6 MB SmartCache,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
365,,1366 x 768,,No,Intel Core i5-8265U,4,,,,6 MB,HD (1366x768) TN 220nits Anti-glare,,,,,,,,,,4 GB DIMM (DDR4-2400),,,,,,,,,,7200 rpm,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
366,14 in,1366x768,,,Intel Core i7 2620m 2.7GHz,2,2.7 GHz,,,,,,,,,,,,,16 GB,16,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
367,,1920 x 1080,No,No,Intel Core i7-8565U,4,,,,,250nits//FHD 16:9//Anti-Glare//NTSC: 45%//Wide View,,,,,,,,,,DDR4,,,,,,,,,,,,No Optical Drive,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
368,,FHD (1920 x 1080),No,,AMD RYZEN 7 2700U WITH RADEON VEGA MOBILE GFX,,,,,,,,,,,,,,,,16 GB,ATI/AMD Radeon R4 Graphics,No,,,,Yes,English,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
369,,13.3-inch UHD (3840 x 2160) InfinityEdge Touch Display,Yes,,"10th Generation Intel® Core™ i7-10510U, 8 MB Cache, 4 Core, up to 4.90 GHz",,,,,,,,,,,,,,,,"16 GB, LPDDR3, 2133 MHz, Integrated",Intel® UHD Graphics with shared graphics memory,No,,,Killer Wi-Fi 6 AX1650 (2x2) and Bluetooth 5.0,,,,,,,,,,,,,,,,,52WHr 4C,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
370,,,Yes,,,,,,,,,,,,,,,,256 GB,,16,,No,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
371,,,Yes,,Intel Core i7-8550U CPU @ 1.80GHz,,,,,,,,,,,,,,,,16 GB,Intel UHD Graphics 620,No,,,,,English,,,,Silver,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
372,15 in,,,No,Intel Core i5-8300H CPU @ 2.30GHz,,2.3 GHz,,,,,,,,,,,,256 GB,8 GB,8 GB,,No,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
373,13.1 in,,,,Intel  i5-2.4 GHz,,,,,,,,,,,,,,,8 GB,DDR3,,No,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
374,13.3 in,,,,Intel Core i7-8565U,,,,,,,,,,,,,,,8 GB,8GB DDR4,,No,,,,,,,512 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
375,17 in,,,,Intel Core i5 8250U,,,,,,,,,,,,,,,8 GB,,,No,,,,,,,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
376,,,No,,INTEL CORE I5-8250U CPU @ 1.60GHZ,,,,,,,,,,,,,,,,8 GB,Intel UHD Graphics 620,No,,,,,English,,,,Silver,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
377,14 in,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,2+ Hours,Windows 10 Home,,Bilingual,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
378,14 in,,,,Intel i7-3rd Gen-3667U,,,,,,,,,,,,,,240 GB,8 GB,DDR3,,No,,,Wireless N,,,,,,,,,,,Windows 10 Pro,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
379,14 in,1366 x 768  HD Resolution,,,Intel Core i5-4300U,2,1.9 GHz,,,,,,,,,,,,240 GB,8 GB,,,No,,,,,English,No,,,,,,,,,,,,,Integrated,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,HDMI,,,,,,,,,,,,,,,,
380,12 in,,,No,Intel i5-4300U,,1.9 GHz,,,,,,,,,,,,128 GB,8 GB,8,,No,,,,,English,No,500 GB,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,HDMI,,,,,,,,,,,,,,,,
381,12.5 in,,,,Intel Core i5-4300U 1.9GHz Processor,,1.9 GHz,,,,,,,,,,,,128 GB,4 GB,4GB DDR3,,No,,,,,,,,,,,,,,Windows 10 Professional,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
382,15.6 in,1920 x 1080,Yes,,,,1.6 GHz,,,,,,,,,,,,256 GB,12 GB,12GB DDR4 2666MHz,,No,,,,,,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
383,15 in,,Yes,,Intel Core i7-8705G CPU @ 3.10GHz,,3.1 GHz,,,,,,,,,,,,,,16 GB,ATI/AMD Polaris 22 (Radeon RX Vega M GL - 4GB),No,,,,,English,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
384,13 in,,,,Intel Core i5-7200U CPU @ 2.50GHz,,2.5 GHz,,,,,,,,,,,,256 GB,,8,Intel UHD Graphics 620,No,,,,,English,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
385,13 in,,,,Intel Core i7-8550U CPU @ 1.80GHz,,1.8 GHz,,,,,,,,,,,,256 GB,,8 GB,Intel UHD Graphics 620,No,,,,,English,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
386,11 in,,Yes,,Celeron N3150,,,,,,,,,,,,,,,,8GB,,No,,,,,,,128 GB,,,,,,,Windows Pro 10,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
387,,15-inch HD (1366 x 768),No,,Intel Core i3-7020U CPU @ 2.30GHz,,,,,,,,,,,,,,,,4 GB,Intel HD Graphics 620,No,,,802.11ac,,English,,,,,,,,,,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
388,12.5 in,,,,Intel Core i5,,2.5 GHz,,,,,,,,,,,,,4 GB,,,No,,,,,,,500 GB,,,,,,,Windows,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,10th Gen Intel® Core™ i7-10510U,,,,,,,,,,,,,,,12 GB,12GB DDR4 2666MHz (4GB Soldered + 8GB DIMM),NVIDIA® GeForce® MX250 2GB,No,,,,,,,,,,,,Yes - Bluetooth® 4.2,,Windows 10 Home 64,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
390,,1600X900,,,Intel Core i5 5300U,2,,,,,,,,,,,,,,,,,Yes,,,,,English,,,,,,,,UP TO 3 HOURS,Windows 10 Home Premium,,English,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
391,,1366x773,,,AMD A4-4300M,,,,,,,,,,,,,,,,,,Yes,,,,Yes,English,,,,,,,,Up to 4 Hours,Windows 10 Home Premium,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
392,,1920x1080,,,Intel Core i7 8550u,,,,,,,,,,,,,,,,,,Yes,,,,Yes,English,,,,,,,,Up To 6 Hours,Windows 10 Home Premium,,English,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
393,,1920x1080,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,English,No,,,Siver,,,,Up To 6 Hours,Windows 10 Home Premium,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
394,14 in,,,,Intel i7-4600U,,2.1 GHz,,,,,,,,,,,,256 GB,,8,,Yes,,,Wireless N,,,,,,,,,,,,,,,Onboard,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
395,15.6 in,1600 x 900,,,,,,,,,,,,,,,,,,,,,Yes,,,Integrated 802.11abgn Wireless Ethernet,,English,,,,Black,,,,2 hours,Microsoft Windows 10 Home,,,,,,,11.30 cm,2.70 cm,4.70 kg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
396,15.6 in,1366 X 768,,,Intel i5-8250U 1.6GHz,4,1.60 GHz,,,6,,,,,,,,,,8 GB,,,,,,,,,,1024 GB,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
397,14 in,,,,Intel Core i5 i5-6300U,,2.4 GHz,,,,,,,,,,,,256 GB,8 GB,8 GB RAM,,No,,,,,,,,,,,,,,Windows 10 Pro 64-bit,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
398,,1366 x 768,No,No,AMD Dual Core A6-9225,2,,,,,,,,,,,,,,,DDR4,,,,,,,,,,5400 rpm,,No,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
399,11.6 in,1366x768,No,No,Intel Core M-5Y10c 800MHz/2GHz,2,800 GHz,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
400,15.6 in,1600 x 900,,No,Core i7-6600U,,2.6 GHz,,,4 MB,Intel Wireless Display (WiDi),,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
401,,1920 x 1080,,,Intel Core i5-8250U,4,,,,6 MB,,,,,,,,,,,8 GB (DDR4),Intel UHD Graphics 620,,,"2 x USB 3.1 Gen 1, 1 x USB 3.1 Type-C Gen 1, 1 x USB 3.1 Type-C Gen 2 / Thunderbolt 3",,,,,,,,,,,,,,,MMC  SD  SDHC  SDXC,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,"9th Gen Intel® Core™ i7-9750H (2.60GHz,",,,,,,,,,,,,,,,16 GB,16GB DDR4 2666MHz,NVIDIA® Quadro® T1000 4GB,No,,,,,,,,,,,,No,,Windows 10 Pro 64,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
403,14 in,1920 x 1080 IPS,No,,Intel Pentium Silver N5000,4,1.1 GHz,,,4Mb,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
404,14 in,1366x768,,,Intel Core i5 6300u 2.4GHz,2,2.4 GHz,,,,,,,,,,,,256 GB,8 GB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
405,12 in,2304 x 1440,No,No,Intel Core m3,2,1.2 GHz,,,4 MB L3,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
406,13.3 in,,,,"Intel ""Core 2 Duo"" processor (P8600)",2,,,,,,2010,,,,,,,,2 GB,2,,No,,,,,,,250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
407,12 in,,,,1.1 GHz Intel Core M (Broadwell),,,,,,,2015,,,,,,,256 GB,8 GB,8GB of 1600 MHz LPDDR3 RAM,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
408,12 in,,,,Intel Core M-5Y31,,,,,,,2015,,,,,,,,8 GB,8,,No,,,,Yes,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
409,12 in,,,,Intel Core M5-6Y54,,1.2 GHz,,,,,2016,,,,,,,512 GB,8 GB,8,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
410,12 in,,,,Intel Core M5-6Y54,,1.2 GHz,,,,,2016,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
411,12 in,,,,Intel Core M5-6Y54,,,,,,,2016,,,,,,,,8 GB,8,,No,,,,Yes,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
412,12 in,,,,Intel Core M3-6Y30,,,,,,,2016,,,,,,,,8 GB,8,,No,,,,Yes,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
413,,2304 x 1440,No,No,Intel Core M Dual-Core,2,,,,,,2015,,,,,,,,,8GB of 1600 MHz LPDDR3 RAM,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
414,12 in,,,,Intel,,1.2 GHz,,,,,2015,,,,,,,256 GB,,8GB,,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
415,12 in,,,,Core i5,,1.2 GHz,,,,,2015,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
416,12 in,,,,Core i5,,1.3 GHz,,,,,2015,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
417,12 in,2304 x 1440,No,No,Intel Core M Dual-Core,2,1.2 GHz,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
418,15 in,,,,Core i7,,2.8 GHz,,,,,2015,,,,,,,1000 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
419,15 in,,,,Core i7,,2.8 GHz,,,,,2014,,,,,,,1000 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
420,12 in,2304 x 1440,No,No,Intel Core m3 Dual-Core,2,1.1 GHz,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
421,12 in,2304 x 1440,No,,Intel Core m3 Dual-Core,2,,,,LPDDR3 SDRAM,,2016,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
422,12 in,,,,Core i5,,1.3 GHz,,,,,2016,,,,,,,256 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
423,12 in,,,,Intel,,1.2 GHz,,,,,2017,,,,,,,256 GB,,8GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
424,,2304 x 1440,,No,Intel Core i5-7Y54,2,,,,4 MB L3,,2017,,,,,,,,8 GB,8GB DDR3 @ 1866 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
425,,2304 x 1440,No,No,Intel Core m3,2,1.2 GHz,,,4 MB L3,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
426,,2304 x 1440,No,No,Intel Core i5,2,,,,4 MB L3,,2017,,,,,,,,,8GB of 1866MHz LPDDR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
427,12 in,2304 x 1440,No,,Intel Core m5,2,1.2 GHz,,,4 MB L3 Cache,LED Backlit Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
428,12 in,,,,m7,,1.3 GHz,,,,,,,,,,,,512 GB,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
429,12 in,,,,,,,,,,,2017,,,,,,,512 GB,,,,No,,,,,,,,,space grey,,,,Cycle Count: 418,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
430,12 in,,,,Intel Core I5-7Y54,,1.2 GHz,,,,,2017,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,HIGH SIERRA,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
431,,,,,,,,,,,,2008,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
432,,,,,,,,,,,,2019,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,1.0,,,,,,
433,,,,,,,,,,,,2017,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
434,12 in,,,,INTEL CORE M-5Y51,,1.2 GHz,,,,,,,,,,,,,8 GB,8GB,,No,,,802.11 b/g/n,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
435,12 in,,,,INTEL CORE M3-7Y32,,1.2 GHz,,,,,,,,,,,,,8 GB,8GB,,No,,,802.11 b/g/n,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
436,12 in,,,,INTEL CORE M-5Y71,,1.3 GHz,,,,,,,,,,,,,8 GB,8GB,,No,,,802.11 b/g/n,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
437,13.3 in,2560 x 1600,No,No,Intel Core i5,2,1.6 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
438,13.3 in,2560 x 1600,No,No,Intel Core i5,2,1.6 GHz,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
439,,2560 x 1600,No,No,Intel Core i5,2,1.6 GHz,,,,,2018,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
440,,2560 x 1600,No,No,Intel Core i5,2,,,,,,2018,,,,,,,,,2133MHz LPDDR3,Intel UHD Graphics 617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
441,13.3 in,1440 x 900,No,No,Intel Core i5,2,1.8 GHz,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
442,13.3 in,1440 x 900,No,No,Intel Core i5,2,,,,3 MB L3,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
443,13.3 in,1440 x 900,No,No,Intel Core i7,2,2.2 GHz,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
444,13.3 in,1440 x 900,No,No,Intel Core i5 - 5th Generation,2,1.8 GHz,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
445,,1440 x 900,No,No,Intel Core i5,2,1.8 GHz,,,3 MB L3,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
446,,1440 x 900,No,No,Intel Core i7,2,,,,,,2017,,,,,,,,,8GB of 1600MHz LPDDR3,Intel HD Graphics 6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
447,13.3 in,1440 x 900,No,No,1.4GHz dual-core Intel Core i5,2,1.4 GHz,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
448,13.3 in,1440 x 900,No,No,Intel Core i5 Dual-Core (Haswell) 1.4GHz,2,1.4 GHz,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
449,13.3 in,,No,,Intel Core I7 4650U,2,1.70 GHz,,,,,2014,,,,,,,256 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
450,13.3 in,,,,Core i7,,1.7 GHz,,,,,2014,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
451,13.3 in,1440x900,No,,Intel Core i5,2,,,,,,2014,,,,,,,,,4 GB 1600 MHz,,,,,,,,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
452,13.3 in,1440 x 900,No,No,Intel Core i5-5250U,2,1.6 GHz,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
453,13.3 in,1440x900,,,Intel Core i5,2,,,,,,2015,,,,,,,,,,,,,,802.11a/b/g/n,,,,,,,,,yes,,,,,,,Integrated,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
454,13.3 in,,No,,Intel Core I7 5650U,2,2.20 GHz,,,,,2015,,,,,,,256 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
455,13.3 in,1440x900,,,Core i7 (I7-5650U),,2.2 GHz,,,,,2015,,,,,,,512 GB,,8,HD Graphics 6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
456,13.3 in,1440 x 900,No,,1.6GHz dual-core Intel Core i5,2,,,,LPDDR3 SDRAM,,2015,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
457,13.3 in,,,No,Core i5,,1.6 GHz,,,,SHOP_SKU,2015,,,,,,,,4 GB,,,,,2 x USB 3.0 ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
458,13.3 in,1440 x 900,No,No,Intel Core i5 2.70 GHz,2,1.6 GHz,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
